,pp_upper_001,pp_upper_002,pp_upper_003,pp_upper_004,pp_upper_005,pp_upper_006,pp_upper_007,pp_upper_008,pp_upper_009,pp_upper_010,pp_upper_011,pp_upper_012,pp_upper_013,pp_upper_014,pp_upper_015,pp_main_001,pp_main_002,pp_main_003,pp_main_004,pp_main_005,pp_main_006,pp_main_007,pp_main_008,pp_main_009,pp_main_010,pp_main_011,pp_main_012,pp_main_013,pp_main_014,pp_main_015,pp_main_016,pp_main_017,pp_main_018,pp_main_019,pp_main_020,pp_main_021,pp_main_022,pp_main_023,pp_main_024,pp_main_025,pp_main_026,pp_main_027,pp_main_028,pp_main_029,pp_main_030,pp_main_031,pp_main_032,pp_main_033,pp_main_034,pp_main_035,pp_lower_001,pp_lower_002,pp_lower_003,pp_lower_004,pp_lower_005,pp_lower_006,pp_lower_007,pp_lower_008,pp_lower_009,pp_lower_010,pp_lower_011,pp_lower_012,pp_lower_013,pp_lower_014,pp_lower_015,rch_mult,ghbcond_mult,riverbedk_mult,channel_mult,backfill_mult
real_0010,0.19089793547569128,0.06308595625429177,0.3826757536891739,0.09303981633348668,0.14380289022208667,-0.4004375258244567,0.27068809711088404,0.3153713226181526,0.26607986079879453,-0.40526363508440627,-0.38575958745340355,0.10714496548000714,-0.06348742525725899,0.11104120453717282,0.10752311311817657,-0.5588798779907066,-1.1811292198087326,-0.23421765088235189,0.5047740101603966,0.1821384261670534,-0.5863240920536157,-0.3618019112006416,-0.4959450551091067,-0.8954248649390192,-0.3826848430542109,-0.3824777083942722,-0.7210492166666006,-0.6832266704861443,-0.7336958664511986,-0.31982908639303687,-0.27561695838785444,-0.43737508973702427,-0.7624653521321177,-0.11698613069134307,0.2662043801313297,-0.16932891160988459,-0.38900490376050556,0.05087890410374153,-0.3204574645840652,-0.8517517839850295,-0.2536809757159304,-0.7788555239128392,-0.02173730094193979,-0.06892337809303116,-0.029419659025252787,0.22130090731086433,-0.18482063916796623,0.09478546532043472,-0.6782781607545972,-0.5272948553703408,-0.16293905486724192,-0.29003513138504816,0.440956473739453,0.2371537128035304,0.05615246501062807,-0.8278951139280072,-0.6894437181250123,-0.5833994542344199,-0.19101772307616036,0.0827400828519877,-0.40165791344415586,-0.18134100681497228,-0.4552710767902461,-0.13229713577546107,0.4113191770643637,0.872043410863963,1.2598467408114917,1.1076068879856502,0.7847509599362463,1.0743777677963888
real_0011,0.0046048752189146325,-0.29466998292063407,-0.7623124791836356,-0.12359909174088567,-0.059986290051379156,0.3196194332526957,-0.03896247262178614,0.12579580005076152,-0.1259691875599888,-0.4176154097382452,0.14404840743061503,0.5923620985021615,0.38049030390633654,-0.41257837661415225,0.08213321632080159,-0.688985788379737,-0.294596294519554,-0.18006684627550562,0.7582039080216505,0.2553897809209069,0.3499779579375282,0.9872298612089954,-0.21836189134721543,-0.05246058335609265,-0.31074302868735737,0.6157183025668768,0.7983405326540668,0.30178129777772417,0.022021572476212028,0.06391703335734542,-0.10651942923974116,-0.37111685793967986,0.11441409703841557,0.3049562741666955,-0.32970873880667645,0.1996935171929742,0.3331115386946666,-0.3821122758302885,-0.1924729795342174,-0.339583893891734,-0.5036305938776767,-0.2814345057908444,-0.04114605076288351,-0.11733564237160923,-1.0995130141566751,-0.5793710696431484,-0.27648311350180726,-0.03826255846099685,-0.9838558442035787,-0.6413627118065613,0.21559350936803023,0.5925351989025877,0.5620108059370459,-0.147488571026954,-0.07471570311141609,0.1997099295029149,-0.33480253504878005,0.4549610242482331,-0.3628017466581556,-0.3406628471307029,0.4436831944900865,0.300131806950899,0.03005803307329302,-0.28286467327751513,0.23872404653357224,1.1319096962294242,1.176611783346654,0.7931383896651202,0.8496488304373,1.2216897636011845
real_0012,-0.13683878112997488,0.23011880545044608,-0.3203160695656784,-0.3759017979794846,-0.04985353615743191,-0.5107053776755769,-0.4310485998971598,0.07888267343005033,0.5588344072974673,0.0909683383296584,-0.21447583503047574,0.3559812397955511,0.06896939146811058,-0.2920339759258136,-0.465543267904718,0.5931757237397995,-0.8094098326223864,-0.2593363269922459,-0.12314776806452678,-0.24882435201228273,-0.4587581609810446,-0.9201531331513074,0.07460681588215984,-0.5520696085312499,-1.2,-0.36200316242689645,-0.7509919228105407,-1.1455715213900524,-0.2556868097801708,-0.5067324672340349,-0.19980924126033994,-0.6880889886533982,-0.48952743273827964,-1.0276183226872917,-0.7511755777074547,-1.0576514876607839,0.028246359614685676,0.4587693961930531,0.2791681852209374,0.14705221882480793,-0.5134119473724624,-0.670428170377366,-0.41687832296897137,0.2769472516345011,-0.06506705785204545,0.3684992252960869,0.05167673419003977,-0.3390198859682794,-0.1814226616925168,-0.0024280575958472764,0.33703404341948423,0.11779232940523132,0.11321829892643291,0.23513248512006432,-0.29980596450037894,0.2638810471594725,0.18293632038550453,-0.1604703466785044,0.4341208244416341,0.12181922589400138,0.1034093338569526,0.05859701996695681,0.02034360479037526,0.40744523404587707,-0.08403573551285949,1.1166687903143422,1.0658630018394364,1.0470552223176528,1.0794066600030983,0.8777306329702691
real_0013,-0.46244842620659243,0.1914253704539076,-0.005020554555871881,-0.08665786602935271,0.06445812923509958,-0.025335519113314386,0.39357816073476554,-0.8301324016120428,-0.5426975652316216,-0.19245275960723693,-0.013523985795336858,0.4139519558516447,0.2428338456043539,-0.08924182467434279,0.43755333001374325,-0.131340709610087,-0.4314016627161474,-0.7601685953061874,-1.1381628466148999,-0.787880198239888,-0.06737855725472075,0.21039280126131576,0.042979689309485106,-0.09802708985507519,0.0018686993774001044,-0.49474661968806427,-0.6253412877062546,-0.5674085254483293,-0.016614161198696197,0.28843192506295817,0.3713049675204404,0.6051378520239562,0.11567215486907706,-0.2143860141698163,-0.6072524413934577,-0.13300220426621473,0.01673835645509893,0.1868232059988053,0.5922093140984326,0.7434562879987493,0.21983995756125252,0.5926976975634131,0.36677488072844855,0.19552804375724286,0.13039866425360044,0.5119406166529972,0.6940514919171786,-0.1722936985968221,0.7861559460945049,-0.4544994621589798,0.324755498498731,0.1831147212814385,-0.22532320426909547,0.28174798182028155,0.5013226015674866,0.019287748734350827,0.32484157653672946,0.18644641723993063,0.6360891099131533,0.3703601521758974,0.3626248845338705,-0.1824955425315483,0.3705971766845088,0.5418362474335794,0.5995577955781171,1.0099046046341824,1.261590178925169,0.715253112920188,1.111116417730025,0.9535108307034877
real_0014,-0.7607138009440778,-0.5600180366996272,-0.2891887980753417,-0.14644205018706732,-0.1473133217201133,-0.588938078682317,-0.651786455624951,-0.04365374976056057,-0.11254707520959847,-0.6017407854601766,-0.7267857984824397,-0.6626247441453883,-0.2632710474666364,0.1951695052652208,-0.4619252573041034,0.18898544347868867,-0.5272284817294658,-0.6426472668105278,0.10074349449038643,0.04791287650651342,0.866586761999867,0.6696234207073741,0.726985221150675,0.2407223591191198,0.3175662134493339,0.28720382930242166,-0.256320400897211,-0.12085652525252558,-0.16239239769770808,-0.4561063270569229,0.19497131607380802,0.7168840220363859,0.6827963997921551,0.1606600486575384,0.2209464953104858,0.3449900381555311,-0.0030782965535231725,0.00969236213148122,0.12925512351176396,0.1348711473706893,0.27320648491243515,-0.1729097164242132,-0.30425719246866306,0.021275809725612233,0.2994875047911183,-0.14500968932830177,0.2500082093128295,0.011092372059983127,-0.5346359871971503,-0.13454689353032834,-0.32487950687349754,-0.02417617197788228,0.7665929257876148,0.3300999746616863,0.22976881375184685,-0.01186990221071877,-0.1794549907883531,0.4171485633683692,-0.1740783380669495,-0.5601075908732335,-0.45838611162886284,-0.6986988250768865,-0.32183603389729804,-0.34662662099622465,-0.0900748961883871,1.169086181045205,1.0658489738107448,1.0892644295086127,0.8755664599491484,0.8216115046574113
real_0015,0.222687317842258,-0.26259313358791453,-0.056032942838765386,0.44157190634227717,0.4232155843961399,0.25533347471199397,0.186282166924595,-0.37032322618452784,-0.2552042117956637,-0.3277172299331015,0.002641622035791243,-0.08036482951173864,0.24314397520271058,-0.4484573164921558,-0.41581432408621855,-0.6981969594606704,-0.8074435582034414,-1.1635206287567101,0.2927101621040257,0.1492009277328443,-0.756823794385881,-0.8867363859078354,0.41499245104547544,-0.5169905823664217,-0.6006266631371997,0.25476276065185366,0.07667646972971215,-0.24838622309737954,-0.11056503539420615,0.07022783479131108,-0.4432616771554274,-0.0728780387434571,-0.1643889633868594,-0.23958275065915027,-0.023036437530951782,-0.28702694586319005,-0.06442535526113943,-0.21021525244421324,-0.701400235092659,-0.7248516152521484,-0.4469195305133129,-0.04518331682730497,0.3634733088669983,0.10810762660030729,0.08305995927669974,0.5910402716069353,0.1881689460878428,0.10537692057863511,0.06839143127483946,0.5912316295965555,0.09948752400871003,0.08586760853049655,0.10111688937914588,0.4678418777305629,0.3566530523596856,-0.31220886187892677,-0.7090504200128016,0.4487071842133972,0.5329135972509378,0.27403477471798127,-0.4931460754919803,-0.17941977498455502,0.05355193225543733,0.15204003751741363,0.7428288484080249,1.070126401337807,1.124198226519559,0.8386802191385254,1.19748102900928,0.33707291627019953
real_0016,-0.7089736098797773,-0.21346604354690032,-0.11057837881078161,-0.5494964779859235,0.031555460331636344,0.43552379989636386,-0.06729048270961548,0.11778712228361848,-0.17427589336003813,0.05711971732868518,-0.25673563103503655,-0.20531325801694184,-0.9018182121427133,-0.7298412585208256,-0.4735252016302736,-0.11260620566748633,0.7483560899469048,0.42229935502447985,-0.13414080800955488,-0.37677078717320783,0.02594445871745245,-0.7057513571515116,0.21033301555636733,0.45927957072311815,-0.31525819017017953,-0.39696657594944534,-0.9881907537003273,0.008647852077026646,-0.6130257006126568,0.6285701586090068,0.6860095308524489,-0.5592085056427647,-0.3706786589677552,-0.9032201965746128,-0.28483542904636816,-0.7495220045215705,0.41350477157987087,-0.22578100186153696,-0.913141553668064,-0.41532989493612316,-0.06601984563532028,0.46827272284828586,0.12739474425739547,-0.38519358019493266,-0.7234433712804358,-0.7970872562956844,-0.24730482206518886,0.23269278209433616,0.19031447727932982,-0.10530664072059201,-0.10634683110345348,-0.4217007041276225,-0.14072167458864174,0.18091313052050673,0.19584259314595873,-0.2132334908647987,-0.06347645484476798,0.18586200248203869,-0.17361458846254987,-0.034829389005550764,-0.038341645380293374,-0.1943311795940532,0.04460838989799017,0.19349754056492183,0.4113386083289135,0.8711061305675143,0.9555143569697937,0.7434730699478956,1.231501551604227,0.6554976807880335
real_0017,-0.2248188746844504,0.13922721441173547,-0.43954297245323687,-0.4122857522869201,-1.0,-0.20125575622571024,-0.23941484542424732,-0.6680795833293711,-0.4382027601688427,-0.665036039669675,0.16539120201180704,0.37854333576664706,-0.5828481352327476,0.04593539658566275,0.27128661570125495,-0.36130862419297277,-0.2500614030269963,-0.3230716836403782,-0.1069857172273327,-0.13302888746780528,-0.0509309318802558,0.8316362718628355,-0.7923452154018171,-0.5737711508717582,-0.042834077365164966,0.15022658397540203,0.5007041887320337,0.06066592961328196,1.2,-0.5442118630407206,-0.02698428884832956,0.22977181530617463,0.3975668524265315,0.7338475202440922,0.6142533856511994,0.2625105322216344,-0.24572361745396157,-0.33714938701590025,-0.6269307537529476,0.051802321214035815,-0.2295939039776554,-0.678224974765939,0.20268517786043266,-0.08591430172624485,-0.287468888397321,-0.1289019663012193,0.22020348276177099,0.009243260154187962,-0.17223438208633465,0.023453329590601906,-0.08682322915226996,0.3992991119792737,0.15006225584356359,0.2398462732095489,-0.29337042074974484,0.18573072659209333,0.3843504713959231,0.3976618353164584,-0.1092357924869617,-0.47996602774214053,0.37352632757379023,0.10688233550958513,-0.0733668688764726,-0.016888611421671022,-0.48366199969201473,1.0553126176123748,1.0099818723788807,1.1427640272964799,1.2872603513126581,0.5473453300049014
real_0018,0.3398285878904657,0.10179762389455232,-0.189978457132404,-0.05359170795390168,0.6755956775857813,0.2124059920080242,0.5803019701073937,-0.6316428742554435,0.003775815446348952,-0.009982904338615694,0.5974228612663925,0.7462573640639922,0.19107214132894282,0.2610542442432888,0.5376362303546385,-0.3620854572974326,0.08609734536368914,-0.2600755052792087,-0.1573877363020946,0.49443127776828816,0.40312521750368074,0.32211683753228965,-0.08994549150828612,0.3166953047661914,-0.19191847331574727,-0.28411462464641446,0.6015978857255104,0.4633283741090305,-0.10058830459900242,-0.34712712864787604,-0.1730110689913497,0.04825112650891579,0.3886099944396915,0.38863369281594207,-0.1364803193702092,-0.4758949030806419,0.3253305213773832,-0.6000340982882424,0.6176874200862871,0.6560774002013503,0.2994391989578561,-0.38006467628751806,-0.062314756054215915,0.33758926190647853,0.013326764756561147,0.5612442546645781,0.07152136101335814,-0.05539428278879679,-0.21530299167541966,0.0637397617905723,0.3137330394089734,0.2931121639932677,0.3577222887701221,0.45173861432641754,-0.4365212431187893,0.12289566289028632,-0.030663590594960623,0.2856993115241591,-0.7091841577223906,-0.7258156599760266,-0.0793730604929322,-0.040389634977537725,-0.8207304050161273,-0.3164439538992963,-0.526034365410818,0.8561676098756501,0.8953864265049585,1.0483289043353503,1.1058826814251443,0.43755405551209814
real_0019,-0.3149779384638269,-0.5034991768270592,0.01016430198982876,-0.08446795386047166,-0.11952032284792492,-0.3829147906908795,-0.5272201265850198,-0.3327139430878536,-0.08830650763048019,0.18137844357017555,-0.11419359972411149,0.09019208895587104,-0.16939168529379772,0.6739615250847497,0.385762782360703,-0.25277300127275976,-0.617151857197707,0.2656195515874916,-0.06999868078589173,0.29515783774488125,-0.12174032415520368,-0.2887834261165449,0.01570541963045586,-0.5574800959178484,-0.3412028588456983,0.4710344164517503,-0.3850087443121256,0.266048650624499,-0.41558091052218876,-0.7571633267142793,0.31503475449284696,-0.44208799753267486,-0.09778214946939805,-0.16588697388800971,0.20889452219611165,-0.5055783486500796,-0.038794627845775184,0.10997577031016595,0.14887935444108547,0.32567119775182835,0.5678367492190834,-0.6944736533974184,-0.08915688855212567,-0.4649071672345242,-0.33942855434627,0.11462431758420646,0.17772706810857103,-0.15264893193073756,0.35483398438779523,0.18998461631936642,-0.13268079457137388,-0.17838527425574344,-0.5766010721204744,0.24127004881670264,0.23688357487297776,0.5572533918256446,-0.0015091112285794028,0.020519821966526176,-0.0870141032267645,0.22846126932616515,0.7901623592054579,-0.2176006727696685,0.384742797983383,0.25131523217467666,0.08325618521331375,1.131767545196091,1.1484375901892279,0.8772046397214206,1.2726857424171398,0.7011602564254743
