,pp_upper_001,pp_upper_002,pp_upper_003,pp_upper_004,pp_upper_005,pp_upper_006,pp_upper_007,pp_upper_008,pp_upper_009,pp_upper_010,pp_upper_011,pp_upper_012,pp_upper_013,pp_upper_014,pp_upper_015,pp_main_001,pp_main_002,pp_main_003,pp_main_004,pp_main_005,pp_main_006,pp_main_007,pp_main_008,pp_main_009,pp_main_010,pp_main_011,pp_main_012,pp_main_013,pp_main_014,pp_main_015,pp_main_016,pp_main_017,pp_main_018,pp_main_019,pp_main_020,pp_main_021,pp_main_022,pp_main_023,pp_main_024,pp_main_025,pp_main_026,pp_main_027,pp_main_028,pp_main_029,pp_main_030,pp_main_031,pp_main_032,pp_main_033,pp_main_034,pp_main_035,pp_lower_001,pp_lower_002,pp_lower_003,pp_lower_004,pp_lower_005,pp_lower_006,pp_lower_007,pp_lower_008,pp_lower_009,pp_lower_010,pp_lower_011,pp_lower_012,pp_lower_013,pp_lower_014,pp_lower_015,rch_mult,ghbcond_mult,riverbedk_mult,channel_mult,backfill_mult
real_0010,0.19089793547569345,0.06308595625429193,0.38267575368917245,0.09303981633348747,0.14380289022208684,-0.40043752582445624,0.27068809711088315,0.3153713226181538,0.266079860798794,-0.40526363508440677,-0.38575958745340494,0.10714496548000628,-0.06348742525725802,0.11104120453717282,0.10752311311817701,-0.5588798779907201,-1.1811292198087364,-0.23421765088236934,0.5047740101604014,0.1821384261670569,-0.5863240920535973,-0.3618019112005632,-0.4959450551091031,-0.8954248649390213,-0.3826848430542619,-0.38247770839430134,-0.7210492166665953,-0.6832266704861195,-0.7336958664511491,-0.3198290863929992,-0.2756169583878337,-0.4373750897370528,-0.7624653521321532,-0.11698613069133905,0.26620438013134773,-0.1693289116098729,-0.3890049037604598,0.05087890410376593,-0.3204574645840566,-0.8517517839850667,-0.25368097571596965,-0.7788555239128426,-0.021737300941946366,-0.0689233780929879,-0.0294196590252282,0.2213009073109001,-0.18482063916796745,0.09478546532038985,-0.6782781607545952,-0.527294855370335,-0.16293905486724275,-0.290035131385049,0.4409564737394524,0.2371537128035333,0.05615246501062661,-0.8278951139280071,-0.6894437181250089,-0.5833994542344221,-0.19101772307616138,0.08274008285198707,-0.40165791344415624,-0.18134100681497184,-0.4552710767902471,-0.13229713577545799,0.411319177064363,0.872043410863963,1.2598467408114917,1.1076068879856502,0.7847509599362463,1.0743777677963888
real_0011,0.004604875218915196,-0.2946699829206366,-0.762312479183636,-0.12359909174088343,-0.05998629005138076,0.319619433252699,-0.03896247262178824,0.12579580005076157,-0.12596918755998662,-0.41761540973824723,0.1440484074306159,0.5923620985021589,0.3804903039063384,-0.4125783766141511,0.08213321632079967,-0.6889857883797342,-0.2945962945195547,-0.18006684627552452,0.7582039080216154,0.2553897809209047,0.3499779579375639,0.987229861209021,-0.21836189134718334,-0.05246058335607629,-0.31074302868739,0.6157183025668365,0.798340532654076,0.30178129777776136,0.022021572476276542,0.06391703335739055,-0.10651942923971523,-0.3711168579397148,0.11441409703836478,0.3049562741666669,-0.32970873880668466,0.19969351719303174,0.33311153869471444,-0.3821122758302468,-0.19247297953422882,-0.3395838938917634,-0.5036305938777005,-0.28143450579084267,-0.04114605076284132,-0.11733564237155707,-1.0995130141566385,-0.5793710696431559,-0.2764831135018512,-0.038262558461019704,-0.9838558442035706,-0.6413627118065479,0.21559350936803484,0.5925351989025818,0.5620108059370476,-0.14748857102695268,-0.07471570311141698,0.1997099295029133,-0.3348025350487791,0.45496102424823387,-0.3628017466581545,-0.3406628471307063,0.44368319449008514,0.30013180695090086,0.030058033073290417,-0.28286467327751613,0.23872404653357573,1.1319096962294242,1.176611783346654,0.7931383896651202,0.8496488304373,1.2216897636011845
real_0012,-0.13683878112997336,0.23011880545044572,-0.3203160695656833,-0.3759017979794802,-0.04985353615743356,-0.5107053776755757,-0.4310485998971595,0.07888267343005008,0.5588344072974731,0.09096833832965397,-0.21447583503047538,0.35598123979554813,0.06896939146810985,-0.2920339759258119,-0.4655432679047199,0.593175723739802,-0.8094098326224028,-0.259336326992254,-0.12314776806454576,-0.24882435201228115,-0.45875816098102884,-0.9201531331512682,0.07460681588217044,-0.5520696085312635,-1.2,-0.3620031624269098,-0.7509919228105375,-1.1455715213900302,-0.25568680978015024,-0.5067324672340192,-0.19980924126033556,-0.6880889886534121,-0.4895274327382908,-1.0276183226873,-0.7511755777074395,-1.057651487660775,0.02824635961470145,0.4587693961930648,0.2791681852209501,0.14705221882480055,-0.5134119473724814,-0.6704281703773727,-0.41687832296897726,0.2769472516345172,-0.06506705785202883,0.3684992252960997,0.05167673419004072,-0.3390198859683037,-0.18142266169251764,-0.0024280575958644623,0.3370340434194849,0.11779232940523418,0.11321829892643026,0.23513248512006435,-0.2998059645003773,0.26388104715947236,0.1829363203855025,-0.16047034667850543,0.4341208244416328,0.12181922589400232,0.10340933385695189,0.05859701996695646,0.020343604790378576,0.4074452340458785,-0.0840357355128623,1.1166687903143422,1.0658630018394364,1.0470552223176528,1.0794066600030983,0.8777306329702691
real_0013,-0.4624484262065895,0.19142537045390792,-0.005020554555877488,-0.08665786602935571,0.06445812923510584,-0.025335519113316503,0.39357816073477064,-0.8301324016120422,-0.5426975652316239,-0.1924527596072336,-0.013523985795342709,0.4139519558516449,0.2428338456043591,-0.08924182467434384,0.43755333001373753,-0.13134070961008992,-0.4314016627161486,-0.7601685953061799,-1.1381628466149174,-0.7878801982398996,-0.06737855725473417,0.21039280126131368,0.04297968930948436,-0.09802708985508111,0.0018686993774187832,-0.49474661968804273,-0.6253412877062452,-0.5674085254483475,-0.01661416119870503,0.2884319250629745,0.37130496752043435,0.6051378520239455,0.11567215486907985,-0.2143860141698096,-0.6072524413934609,-0.13300220426620826,0.016738356455092578,0.18682320599881685,0.5922093140984256,0.7434562879987502,0.21983995756126712,0.5926976975634217,0.3667748807284548,0.195528043757208,0.13039866425361796,0.511940616652987,0.6940514919171596,-0.17229369859682658,0.7861559460945031,-0.4544994621589732,0.32475549849873114,0.1831147212814386,-0.22532320426909608,0.2817479818202801,0.5013226015674878,0.019287748734350945,0.32484157653672896,0.18644641723992994,0.6360891099131532,0.3703601521758987,0.3626248845338702,-0.1824955425315481,0.3705971766845113,0.5418362474335775,0.5995577955781168,1.0099046046341824,1.261590178925169,0.715253112920188,1.111116417730025,0.9535108307034877
real_0014,-0.7607138009440788,-0.5600180366996265,-0.2891887980753386,-0.14644205018706707,-0.14731332172011588,-0.5889380786823164,-0.6517864556249532,-0.043653749760559905,-0.11254707520959872,-0.6017407854601784,-0.7267857984824371,-0.6626247441453904,-0.26327104746663826,0.1951695052652215,-0.46192525730410017,0.18898544347868634,-0.5272284817294822,-0.6426472668105424,0.10074349449039356,0.047912876506490155,0.8665867619998606,0.6696234207074361,0.7269852211507003,0.24072235911911746,0.3175662134493008,0.28720382930241445,-0.2563204008972169,-0.12085652525252946,-0.16239239769767283,-0.456106327056885,0.19497131607383897,0.7168840220363677,0.682796399792135,0.16066004865755673,0.22094649531051275,0.3449900381555434,-0.003078296553503363,0.009692362131505584,0.1292551235117554,0.13487114737064024,0.2732064849124071,-0.1729097164241867,-0.3042571924686536,0.021275809725629487,0.2994875047911439,-0.14500968932828318,0.2500082093128014,0.011092372059947776,-0.5346359871971457,-0.1345468935303184,-0.3248795068734942,-0.02417617197788482,0.7665929257876158,0.3300999746616867,0.22976881375184569,-0.011869902210719482,-0.17945499078835317,0.41714856336836853,-0.17407833806694709,-0.5601075908732359,-0.45838611162886267,-0.6986988250768866,-0.32183603389729937,-0.3466266209962221,-0.09007489618838795,1.169086181045205,1.0658489738107448,1.0892644295086127,0.8755664599491484,0.8216115046574113
real_0015,0.22268731784225929,-0.26259313358791797,-0.056032942838762985,0.44157190634227855,0.4232155843961376,0.25533347471199663,0.18628216692459212,-0.3703232261845271,-0.25520421179566183,-0.3277172299331031,0.002641622035793688,-0.08036482951174123,0.2431439752027108,-0.4484573164921532,-0.4158143240862215,-0.6981969594606733,-0.807443558203441,-1.1635206287566937,0.2927101621040363,0.14920092773283208,-0.756823794385874,-0.8867363859078212,0.4149924510454796,-0.5169905823664103,-0.6006266631372077,0.25476276065184794,0.07667646972971408,-0.24838622309737413,-0.11056503539419521,0.07022783479131026,-0.4432616771554371,-0.072878038743478,-0.16438896338686873,-0.23958275065914264,-0.023036437530963072,-0.2870269458632082,-0.06442535526112861,-0.21021525244420908,-0.7014002350926537,-0.7248516152521617,-0.44691953051332345,-0.04518331682729853,0.3634733088670025,0.10810762660030471,0.08305995927669875,0.5910402716069636,0.18816894608784726,0.10537692057862283,0.06839143127486337,0.5912316295965564,0.09948752400871258,0.08586760853049305,0.10111688937914608,0.46784187773056357,0.3566530523596866,-0.3122088618789277,-0.7090504200127984,0.44870718421339556,0.5329135972509371,0.274034774717979,-0.4931460754919837,-0.179419774984552,0.05355193225543683,0.15204003751741332,0.7428288484080275,1.070126401337807,1.124198226519559,0.8386802191385254,1.19748102900928,0.33707291627019953
real_0016,-0.7089736098797773,-0.21346604354689938,-0.11057837881078234,-0.5494964779859248,0.03155546033163881,0.4355237998963631,-0.06729048270961481,0.11778712228361865,-0.1742758933600374,0.05711971732868386,-0.25673563103503727,-0.20531325801694128,-0.9018182121427127,-0.7298412585208269,-0.47352520163027345,-0.112606205667478,0.7483560899469114,0.4222993550245149,-0.13414080800951206,-0.3767707871731976,0.025944458717405344,-0.705751357151601,0.21033301555632516,0.4592795707231141,-0.3152581901701243,-0.39696657594939005,-0.98819075370032,0.00864785207696264,-0.6130257006127493,0.6285701586089192,0.6860095308524264,-0.5592085056427205,-0.3706786589676825,-0.903220196574581,-0.28483542904642195,-0.749522004521628,0.41350477157977744,-0.22578100186159727,-0.9131415536680626,-0.41532989493605904,-0.06601984563526832,0.46827272284828,0.12739474425737046,-0.38519358019499905,-0.723443371280503,-0.7970872562956947,-0.24730482206513404,0.23269278209438976,0.19031447727934078,-0.10530664072061527,-0.1063468311034542,-0.421700704127623,-0.14072167458864215,0.18091313052050825,0.19584259314595778,-0.21323349086479845,-0.06347645484476551,0.18586200248203702,-0.17361458846254957,-0.03482938900555089,-0.03834164538029367,-0.19433117959405374,0.04460838989799064,0.193497540564922,0.41133860832891334,0.8711061305675143,0.9555143569697937,0.7434730699478956,1.231501551604227,0.6554976807880335
real_0017,-0.22481887468445455,0.1392272144117402,-0.4395429724532386,-0.41228575228692194,-1.0,-0.20125575622571412,-0.2394148454242403,-0.6680795833293725,-0.4382027601688495,-0.6650360396696721,0.165391202011804,0.3785433357666504,-0.5828481352327475,0.045935396585659455,0.2712866157012604,-0.3613086241929809,-0.2500614030269869,-0.32307168364040917,-0.10698571722735291,-0.13302888746779148,-0.050930931880251974,0.8316362718628615,-0.7923452154017999,-0.5737711508717267,-0.042834077365199986,0.1502265839753642,0.500704188732038,0.0606659296133085,1.2,-0.5442118630406885,-0.026984288848310084,0.22977181530615712,0.3975668524264926,0.7338475202440694,0.6142533856512201,0.26251053222167603,-0.2457236174539093,-0.3371493870158833,-0.6269307537529409,0.051802321214007914,-0.22959390397768503,-0.6782249747659318,0.20268517786045517,-0.08591430172618389,-0.2874688883973094,-0.12890196630123169,0.22020348276173948,0.009243260154157837,-0.1722343820863181,0.02345332959061211,-0.08682322915226853,0.399299111979275,0.15006225584356284,0.23984627320954888,-0.2933704207497454,0.1857307265920934,0.3843504713959199,0.3976618353164593,-0.10923579248696039,-0.47996602774214064,0.3735263275737914,0.1068823355095826,-0.07336686887647023,-0.016888611421671675,-0.4836619996920159,1.0553126176123748,1.0099818723788807,1.1427640272964799,1.2872603513126581,0.5473453300049014
real_0018,0.3398285878904682,0.10179762389454955,-0.18997845713240805,-0.0535917079539014,0.6755956775857846,0.2124059920080235,0.5803019701073955,-0.6316428742554417,0.00377581544634843,-0.009982904338615626,0.5974228612663904,0.7462573640639921,0.19107214132894573,0.26105424424328866,0.5376362303546343,-0.36208545729742797,0.08609734536366628,-0.2600755052792549,-0.15738773630213265,0.49443127776829937,0.4031252175037413,0.3221168375323135,-0.08994549150826325,0.31669530476618446,-0.1919184733157645,-0.2841146246464433,0.6015978857255045,0.46332837410908323,-0.10058830459895178,-0.34712712864784834,-0.17301106899133697,0.048251126508909024,0.38860999443965477,0.3886336928159026,-0.13648031937019853,-0.47589490308058147,0.32533052137744056,-0.6000340982882058,0.6176874200862938,0.6560774002013282,0.299439198957829,-0.3800646762875197,-0.06231475605419441,0.33758926190654176,0.01332676475659562,0.5612442546645726,0.07152136101332321,-0.05539428278882132,-0.2153029916754355,0.06373976179054472,0.3137330394089742,0.29311216399326856,0.357722288770119,0.45173861432642126,-0.4365212431187912,0.12289566289028589,-0.030663590594959437,0.28569931152415734,-0.7091841577223906,-0.7258156599760275,-0.07937306049293225,-0.04038963497754044,-0.8207304050161256,-0.3164439538992945,-0.5260343654108193,0.8561676098756501,0.8953864265049585,1.0483289043353503,1.1058826814251443,0.43755405551209814
real_0019,-0.3149779384638299,-0.503499176827056,0.010164301989828766,-0.08446795386047357,-0.1195203228479241,-0.38291479069088213,-0.5272201265850184,-0.3327139430878544,-0.0883065076304828,0.18137844357017777,-0.1141935997241128,0.09019208895587431,-0.16939168529379844,0.6739615250847477,0.38576278236070505,-0.25277300127278557,-0.6171518571977359,0.2656195515874636,-0.06999868078589329,0.29515783774491244,-0.12174032415516389,-0.28878342611650615,0.01570541963042674,-0.5574800959178934,-0.341202858845718,0.4710344164517377,-0.3850087443121137,0.26604865062454325,-0.415580910522173,-0.7571633267142804,0.3150347544928574,-0.4420879975326648,-0.09778214946940038,-0.1658869738880083,0.2088945221961209,-0.505578348650071,-0.038794627845746284,0.10997577031018878,0.14887935444110828,0.3256711977518262,0.5678367492190473,-0.6944736533974517,-0.08915688855215795,-0.4649071672344725,-0.33942855434624203,0.11462431758422137,0.17772706810859495,-0.15264893193076826,0.354833984387756,0.18998461631934044,-0.13268079457137233,-0.17838527425574302,-0.5766010721204743,0.24127004881670036,0.2368835748729801,0.5572533918256457,-0.0015091112285839114,0.02051982196652762,-0.08701410322676321,0.22846126932616442,0.7901623592054573,-0.21760067276966813,0.3847427979833872,0.2513152321746724,0.08325618521331428,1.131767545196091,1.1484375901892279,0.8772046397214206,1.2726857424171398,0.7011602564254743
